ids,ISCO_version,major,major_label,sub_major,sub_major_label,minor,minor_label,unit,description_isco,documents,label
1,ISCO-08,1,Managers,11,"Chief Executives, Senior Officials and Legislators",111,Legislators and Senior Officials,1111,Legislators,"Managers | Chief Executives, Senior Officials and Legislators | Legislators and Senior Officials | Legislators",1111
2,ISCO-08,1,Managers,11,"Chief Executives, Senior Officials and Legislators",111,Legislators and Senior Officials,1112,Senior Government Officials,"Managers | Chief Executives, Senior Officials and Legislators | Legislators and Senior Officials | Senior Government Officials",1112
3,ISCO-08,1,Managers,11,"Chief Executives, Senior Officials and Legislators",111,Legislators and Senior Officials,1113,Traditional Chiefs and Heads of Villages,"Managers | Chief Executives, Senior Officials and Legislators | Legislators and Senior Officials | Traditional Chiefs and Heads of Villages",1113
4,ISCO-08,1,Managers,11,"Chief Executives, Senior Officials and Legislators",111,Legislators and Senior Officials,1114,Senior Officials of Special-interest Organizations,"Managers | Chief Executives, Senior Officials and Legislators | Legislators and Senior Officials | Senior Officials of Special-interest Organizations",1114
5,ISCO-08,1,Managers,11,"Chief Executives, Senior Officials and Legislators",112,Managing Directors and Chief Executives,1120,Managing Directors and Chief Executives,"Managers | Chief Executives, Senior Officials and Legislators | Managing Directors and Chief Executives | Managing Directors and Chief Executives",1120
6,ISCO-08,1,Managers,12,Administrative and Commercial Managers,121,Business Services and Administration Managers,1211,Finance Managers,Managers | Administrative and Commercial Managers | Business Services and Administration Managers | Finance Managers,1211
7,ISCO-08,1,Managers,12,Administrative and Commercial Managers,121,Business Services and Administration Managers,1212,Human Resource Managers,Managers | Administrative and Commercial Managers | Business Services and Administration Managers | Human Resource Managers,1212
8,ISCO-08,1,Managers,12,Administrative and Commercial Managers,121,Business Services and Administration Managers,1213,Policy and Planning Managers,Managers | Administrative and Commercial Managers | Business Services and Administration Managers | Policy and Planning Managers,1213
9,ISCO-08,1,Managers,12,Administrative and Commercial Managers,121,Business Services and Administration Managers,1219,Business Services and Administration Managers Not Elsewhere Classified,Managers | Administrative and Commercial Managers | Business Services and Administration Managers | Business Services and Administration Managers Not Elsewhere Classified,1219
10,ISCO-08,1,Managers,12,Administrative and Commercial Managers,122,"Sales, Marketing and Development Managers",1221,Sales and Marketing Managers,"Managers | Administrative and Commercial Managers | Sales, Marketing and Development Managers | Sales and Marketing Managers",1221
11,ISCO-08,1,Managers,12,Administrative and Commercial Managers,122,"Sales, Marketing and Development Managers",1222,Advertising and Public Relations Managers,"Managers | Administrative and Commercial Managers | Sales, Marketing and Development Managers | Advertising and Public Relations Managers",1222
12,ISCO-08,1,Managers,12,Administrative and Commercial Managers,122,"Sales, Marketing and Development Managers",1223,Research and Development Managers,"Managers | Administrative and Commercial Managers | Sales, Marketing and Development Managers | Research and Development Managers",1223
13,ISCO-08,1,Managers,13,Production and Specialized Services Managers,131,"Production Managers in Agriculture, Forestry and Fisheries",1311,Agricultural and Forestry Production Managers,"Managers | Production and Specialized Services Managers | Production Managers in Agriculture, Forestry and Fisheries | Agricultural and Forestry Production Managers",1311
14,ISCO-08,1,Managers,13,Production and Specialized Services Managers,131,"Production Managers in Agriculture, Forestry and Fisheries",1312,Aquaculture and Fisheries Production Managers,"Managers | Production and Specialized Services Managers | Production Managers in Agriculture, Forestry and Fisheries | Aquaculture and Fisheries Production Managers",1312
15,ISCO-08,1,Managers,13,Production and Specialized Services Managers,132,"Manufacturing, Mining, Construction and Distribution Managers",1321,Manufacturing Managers,"Managers | Production and Specialized Services Managers | Manufacturing, Mining, Construction and Distribution Managers | Manufacturing Managers",1321
16,ISCO-08,1,Managers,13,Production and Specialized Services Managers,132,"Manufacturing, Mining, Construction and Distribution Managers",1322,Mining Managers,"Managers | Production and Specialized Services Managers | Manufacturing, Mining, Construction and Distribution Managers | Mining Managers",1322
17,ISCO-08,1,Managers,13,Production and Specialized Services Managers,132,"Manufacturing, Mining, Construction and Distribution Managers",1323,Construction Managers,"Managers | Production and Specialized Services Managers | Manufacturing, Mining, Construction and Distribution Managers | Construction Managers",1323
18,ISCO-08,1,Managers,13,Production and Specialized Services Managers,132,"Manufacturing, Mining, Construction and Distribution Managers",1324,"Supply, Distribution and Related Managers","Managers | Production and Specialized Services Managers | Manufacturing, Mining, Construction and Distribution Managers | Supply, Distribution and Related Managers",1324
19,ISCO-08,1,Managers,13,Production and Specialized Services Managers,133,Information and Communications Technology Services Managers,1330,Information and Communications Technology Services Managers,Managers | Production and Specialized Services Managers | Information and Communications Technology Services Managers | Information and Communications Technology Services Managers,1330
20,ISCO-08,1,Managers,13,Production and Specialized Services Managers,134,Professional Services Managers,1341,Child Care Services Managers,Managers | Production and Specialized Services Managers | Professional Services Managers | Child Care Services Managers,1341
21,ISCO-08,1,Managers,13,Production and Specialized Services Managers,134,Professional Services Managers,1342,Health Services Managers,Managers | Production and Specialized Services Managers | Professional Services Managers | Health Services Managers,1342
22,ISCO-08,1,Managers,13,Production and Specialized Services Managers,134,Professional Services Managers,1343,Aged Care Services Managers,Managers | Production and Specialized Services Managers | Professional Services Managers | Aged Care Services Managers,1343
23,ISCO-08,1,Managers,13,Production and Specialized Services Managers,134,Professional Services Managers,1344,Social Welfare Managers,Managers | Production and Specialized Services Managers | Professional Services Managers | Social Welfare Managers,1344
24,ISCO-08,1,Managers,13,Production and Specialized Services Managers,134,Professional Services Managers,1345,Education Managers,Managers | Production and Specialized Services Managers | Professional Services Managers | Education Managers,1345
25,ISCO-08,1,Managers,13,Production and Specialized Services Managers,134,Professional Services Managers,1346,Financial and Insurance Services Branch Managers,Managers | Production and Specialized Services Managers | Professional Services Managers | Financial and Insurance Services Branch Managers,1346
26,ISCO-08,1,Managers,13,Production and Specialized Services Managers,134,Professional Services Managers,1349,Professional Services Managers Not Elsewhere Classified,Managers | Production and Specialized Services Managers | Professional Services Managers | Professional Services Managers Not Elsewhere Classified,1349
27,ISCO-08,1,Managers,14,"Hospitality, Retail and Other Services Managers",141,Hotel and Restaurant Managers,1411,Hotel Managers,"Managers | Hospitality, Retail and Other Services Managers | Hotel and Restaurant Managers | Hotel Managers",1411
28,ISCO-08,1,Managers,14,"Hospitality, Retail and Other Services Managers",141,Hotel and Restaurant Managers,1412,Restaurant Managers,"Managers | Hospitality, Retail and Other Services Managers | Hotel and Restaurant Managers | Restaurant Managers",1412
29,ISCO-08,1,Managers,14,"Hospitality, Retail and Other Services Managers",142,Retail and Wholesale Trade Managers,1420,Retail and Wholesale Trade Managers,"Managers | Hospitality, Retail and Other Services Managers | Retail and Wholesale Trade Managers | Retail and Wholesale Trade Managers",1420
30,ISCO-08,1,Managers,14,"Hospitality, Retail and Other Services Managers",143,Other Services Managers,1431,"Sports, Recreation and Cultural Centre Managers","Managers | Hospitality, Retail and Other Services Managers | Other Services Managers | Sports, Recreation and Cultural Centre Managers",1431
31,ISCO-08,1,Managers,14,"Hospitality, Retail and Other Services Managers",143,Other Services Managers,1439,Services Managers Not Elsewhere Classified,"Managers | Hospitality, Retail and Other Services Managers | Other Services Managers | Services Managers Not Elsewhere Classified",1439
32,ISCO-08,2,Professionals,21,Science and Engineering Professionals,211,Physical and Earth Science Professionals,2111,Physicists and Astronomers,Professionals | Science and Engineering Professionals | Physical and Earth Science Professionals | Physicists and Astronomers,2111
33,ISCO-08,2,Professionals,21,Science and Engineering Professionals,211,Physical and Earth Science Professionals,2112,Meteorologists,Professionals | Science and Engineering Professionals | Physical and Earth Science Professionals | Meteorologists,2112
34,ISCO-08,2,Professionals,21,Science and Engineering Professionals,211,Physical and Earth Science Professionals,2113,Chemists,Professionals | Science and Engineering Professionals | Physical and Earth Science Professionals | Chemists,2113
35,ISCO-08,2,Professionals,21,Science and Engineering Professionals,211,Physical and Earth Science Professionals,2114,Geologists and Geophysicists,Professionals | Science and Engineering Professionals | Physical and Earth Science Professionals | Geologists and Geophysicists,2114
36,ISCO-08,2,Professionals,21,Science and Engineering Professionals,212,"Mathematicians, Actuaries and Statisticians",2120,"Mathematicians, Actuaries and Statisticians","Professionals | Science and Engineering Professionals | Mathematicians, Actuaries and Statisticians | Mathematicians, Actuaries and Statisticians",2120
37,ISCO-08,2,Professionals,21,Science and Engineering Professionals,213,Life Science Professionals,2131,"Biologists, Botanists, Zoologists and Related Professionals","Professionals | Science and Engineering Professionals | Life Science Professionals | Biologists, Botanists, Zoologists and Related Professionals",2131
38,ISCO-08,2,Professionals,21,Science and Engineering Professionals,213,Life Science Professionals,2132,"Farming, Forestry and Fisheries Advisers","Professionals | Science and Engineering Professionals | Life Science Professionals | Farming, Forestry and Fisheries Advisers",2132
39,ISCO-08,2,Professionals,21,Science and Engineering Professionals,213,Life Science Professionals,2133,Environmental Protection Professionals,Professionals | Science and Engineering Professionals | Life Science Professionals | Environmental Protection Professionals,2133
40,ISCO-08,2,Professionals,21,Science and Engineering Professionals,214,Engineering Professionals (excluding Electrotechnology),2141,Industrial and Production Engineers,Professionals | Science and Engineering Professionals | Engineering Professionals (excluding Electrotechnology) | Industrial and Production Engineers,2141
41,ISCO-08,2,Professionals,21,Science and Engineering Professionals,214,Engineering Professionals (excluding Electrotechnology),2142,Civil Engineers,Professionals | Science and Engineering Professionals | Engineering Professionals (excluding Electrotechnology) | Civil Engineers,2142
42,ISCO-08,2,Professionals,21,Science and Engineering Professionals,214,Engineering Professionals (excluding Electrotechnology),2143,Environmental Engineers,Professionals | Science and Engineering Professionals | Engineering Professionals (excluding Electrotechnology) | Environmental Engineers,2143
43,ISCO-08,2,Professionals,21,Science and Engineering Professionals,214,Engineering Professionals (excluding Electrotechnology),2144,Mechanical Engineers,Professionals | Science and Engineering Professionals | Engineering Professionals (excluding Electrotechnology) | Mechanical Engineers,2144
44,ISCO-08,2,Professionals,21,Science and Engineering Professionals,214,Engineering Professionals (excluding Electrotechnology),2145,Chemical Engineers,Professionals | Science and Engineering Professionals | Engineering Professionals (excluding Electrotechnology) | Chemical Engineers,2145
45,ISCO-08,2,Professionals,21,Science and Engineering Professionals,214,Engineering Professionals (excluding Electrotechnology),2146,"Mining Engineers, Metallurgists and Related Professionals","Professionals | Science and Engineering Professionals | Engineering Professionals (excluding Electrotechnology) | Mining Engineers, Metallurgists and Related Professionals",2146
46,ISCO-08,2,Professionals,21,Science and Engineering Professionals,214,Engineering Professionals (excluding Electrotechnology),2149,Engineering Professionals Not Elsewhere Classified,Professionals | Science and Engineering Professionals | Engineering Professionals (excluding Electrotechnology) | Engineering Professionals Not Elsewhere Classified,2149
47,ISCO-08,2,Professionals,21,Science and Engineering Professionals,215,Electrotechnology Engineers,2151,Electrical Engineers,Professionals | Science and Engineering Professionals | Electrotechnology Engineers | Electrical Engineers,2151
48,ISCO-08,2,Professionals,21,Science and Engineering Professionals,215,Electrotechnology Engineers,2152,Electronics Engineers,Professionals | Science and Engineering Professionals | Electrotechnology Engineers | Electronics Engineers,2152
49,ISCO-08,2,Professionals,21,Science and Engineering Professionals,215,Electrotechnology Engineers,2153,Telecommunications Engineers,Professionals | Science and Engineering Professionals | Electrotechnology Engineers | Telecommunications Engineers,2153
50,ISCO-08,2,Professionals,21,Science and Engineering Professionals,216,"Architects, Planners, Surveyors and Designers",2161,Building Architects,"Professionals | Science and Engineering Professionals | Architects, Planners, Surveyors and Designers | Building Architects",2161
51,ISCO-08,2,Professionals,21,Science and Engineering Professionals,216,"Architects, Planners, Surveyors and Designers",2162,Landscape Architects,"Professionals | Science and Engineering Professionals | Architects, Planners, Surveyors and Designers | Landscape Architects",2162
52,ISCO-08,2,Professionals,21,Science and Engineering Professionals,216,"Architects, Planners, Surveyors and Designers",2163,Product and Garment Designers,"Professionals | Science and Engineering Professionals | Architects, Planners, Surveyors and Designers | Product and Garment Designers",2163
53,ISCO-08,2,Professionals,21,Science and Engineering Professionals,216,"Architects, Planners, Surveyors and Designers",2164,Town and Traffic Planners,"Professionals | Science and Engineering Professionals | Architects, Planners, Surveyors and Designers | Town and Traffic Planners",2164
54,ISCO-08,2,Professionals,21,Science and Engineering Professionals,216,"Architects, Planners, Surveyors and Designers",2165,Cartographers and Surveyors,"Professionals | Science and Engineering Professionals | Architects, Planners, Surveyors and Designers | Cartographers and Surveyors",2165
55,ISCO-08,2,Professionals,21,Science and Engineering Professionals,216,"Architects, Planners, Surveyors and Designers",2166,Graphic and Multimedia Designers,"Professionals | Science and Engineering Professionals | Architects, Planners, Surveyors and Designers | Graphic and Multimedia Designers",2166
56,ISCO-08,2,Professionals,22,Health Professionals,221,Medical Doctors,2211,Generalist Medical Practitioners ,Professionals | Health Professionals | Medical Doctors | Generalist Medical Practitioners ,2211
57,ISCO-08,2,Professionals,22,Health Professionals,221,Medical Doctors,2212,Specialist Medical Practitioners ,Professionals | Health Professionals | Medical Doctors | Specialist Medical Practitioners ,2212
58,ISCO-08,2,Professionals,22,Health Professionals,222,Nursing and Midwifery Professionals,2221,Nursing Professionals,Professionals | Health Professionals | Nursing and Midwifery Professionals | Nursing Professionals,2221
59,ISCO-08,2,Professionals,22,Health Professionals,222,Nursing and Midwifery Professionals,2222,Midwifery Professionals,Professionals | Health Professionals | Nursing and Midwifery Professionals | Midwifery Professionals,2222
60,ISCO-08,2,Professionals,22,Health Professionals,223,Traditional and Complementary Medicine Professionals,2230,Traditional and Complementary Medicine Professionals,Professionals | Health Professionals | Traditional and Complementary Medicine Professionals | Traditional and Complementary Medicine Professionals,2230
61,ISCO-08,2,Professionals,22,Health Professionals,224,Paramedical Practitioners,2240,Paramedical Practitioners,Professionals | Health Professionals | Paramedical Practitioners | Paramedical Practitioners,2240
62,ISCO-08,2,Professionals,22,Health Professionals,225,Veterinarians,2250,Veterinarians,Professionals | Health Professionals | Veterinarians | Veterinarians,2250
63,ISCO-08,2,Professionals,22,Health Professionals,226,Other Health Professionals,2261,Dentists,Professionals | Health Professionals | Other Health Professionals | Dentists,2261
64,ISCO-08,2,Professionals,22,Health Professionals,226,Other Health Professionals,2262,Pharmacists,Professionals | Health Professionals | Other Health Professionals | Pharmacists,2262
65,ISCO-08,2,Professionals,22,Health Professionals,226,Other Health Professionals,2263,Environmental and Occupational Health and Hygiene Professionals,Professionals | Health Professionals | Other Health Professionals | Environmental and Occupational Health and Hygiene Professionals,2263
66,ISCO-08,2,Professionals,22,Health Professionals,226,Other Health Professionals,2264,Physiotherapists ,Professionals | Health Professionals | Other Health Professionals | Physiotherapists ,2264
67,ISCO-08,2,Professionals,22,Health Professionals,226,Other Health Professionals,2265,Dieticians and Nutritionists,Professionals | Health Professionals | Other Health Professionals | Dieticians and Nutritionists,2265
68,ISCO-08,2,Professionals,22,Health Professionals,226,Other Health Professionals,2266,Audiologists and Speech Therapists,Professionals | Health Professionals | Other Health Professionals | Audiologists and Speech Therapists,2266
69,ISCO-08,2,Professionals,22,Health Professionals,226,Other Health Professionals,2267,Optometrists and Ophthalmic Opticians,Professionals | Health Professionals | Other Health Professionals | Optometrists and Ophthalmic Opticians,2267
70,ISCO-08,2,Professionals,22,Health Professionals,226,Other Health Professionals,2269,Health Professionals Not Elsewhere Classified,Professionals | Health Professionals | Other Health Professionals | Health Professionals Not Elsewhere Classified,2269
71,ISCO-08,2,Professionals,23,Teaching Professionals,231,University and Higher Education Teachers,2310,University and Higher Education Teachers,Professionals | Teaching Professionals | University and Higher Education Teachers | University and Higher Education Teachers,2310
72,ISCO-08,2,Professionals,23,Teaching Professionals,232,Vocational Education Teachers,2320,Vocational Education Teachers,Professionals | Teaching Professionals | Vocational Education Teachers | Vocational Education Teachers,2320
73,ISCO-08,2,Professionals,23,Teaching Professionals,233,Secondary Education Teachers,2330,Secondary Education Teachers,Professionals | Teaching Professionals | Secondary Education Teachers | Secondary Education Teachers,2330
74,ISCO-08,2,Professionals,23,Teaching Professionals,234,Primary School and Early Childhood Teachers,2341,Primary School Teachers,Professionals | Teaching Professionals | Primary School and Early Childhood Teachers | Primary School Teachers,2341
75,ISCO-08,2,Professionals,23,Teaching Professionals,234,Primary School and Early Childhood Teachers,2342,Early Childhood Educators,Professionals | Teaching Professionals | Primary School and Early Childhood Teachers | Early Childhood Educators,2342
76,ISCO-08,2,Professionals,23,Teaching Professionals,235,Other Teaching Professionals,2351,Education Methods specialists,Professionals | Teaching Professionals | Other Teaching Professionals | Education Methods specialists,2351
77,ISCO-08,2,Professionals,23,Teaching Professionals,235,Other Teaching Professionals,2352,Special Needs Teachers,Professionals | Teaching Professionals | Other Teaching Professionals | Special Needs Teachers,2352
78,ISCO-08,2,Professionals,23,Teaching Professionals,235,Other Teaching Professionals,2353,Other Language Teachers,Professionals | Teaching Professionals | Other Teaching Professionals | Other Language Teachers,2353
79,ISCO-08,2,Professionals,23,Teaching Professionals,235,Other Teaching Professionals,2354,Other Music Teachers,Professionals | Teaching Professionals | Other Teaching Professionals | Other Music Teachers,2354
80,ISCO-08,2,Professionals,23,Teaching Professionals,235,Other Teaching Professionals,2355,Other Arts Teachers,Professionals | Teaching Professionals | Other Teaching Professionals | Other Arts Teachers,2355
81,ISCO-08,2,Professionals,23,Teaching Professionals,235,Other Teaching Professionals,2356,Information Technology Trainers,Professionals | Teaching Professionals | Other Teaching Professionals | Information Technology Trainers,2356
82,ISCO-08,2,Professionals,23,Teaching Professionals,235,Other Teaching Professionals,2359,Teaching Professionals Not Elsewhere Classified,Professionals | Teaching Professionals | Other Teaching Professionals | Teaching Professionals Not Elsewhere Classified,2359
83,ISCO-08,2,Professionals,24,Business and Administration Professionals,241,Finance Professionals,2411,Accountants,Professionals | Business and Administration Professionals | Finance Professionals | Accountants,2411
84,ISCO-08,2,Professionals,24,Business and Administration Professionals,241,Finance Professionals,2412,Financial and Investment Advisers,Professionals | Business and Administration Professionals | Finance Professionals | Financial and Investment Advisers,2412
85,ISCO-08,2,Professionals,24,Business and Administration Professionals,241,Finance Professionals,2413,Financial Analysts,Professionals | Business and Administration Professionals | Finance Professionals | Financial Analysts,2413
86,ISCO-08,2,Professionals,24,Business and Administration Professionals,242,Administration Professionals,2421,Management and Organization Analysts,Professionals | Business and Administration Professionals | Administration Professionals | Management and Organization Analysts,2421
87,ISCO-08,2,Professionals,24,Business and Administration Professionals,242,Administration Professionals,2422,Policy Administration Professionals,Professionals | Business and Administration Professionals | Administration Professionals | Policy Administration Professionals,2422
88,ISCO-08,2,Professionals,24,Business and Administration Professionals,242,Administration Professionals,2423,Personnel and Careers Professionals,Professionals | Business and Administration Professionals | Administration Professionals | Personnel and Careers Professionals,2423
89,ISCO-08,2,Professionals,24,Business and Administration Professionals,242,Administration Professionals,2424,Training and Staff Development Professionals,Professionals | Business and Administration Professionals | Administration Professionals | Training and Staff Development Professionals,2424
90,ISCO-08,2,Professionals,24,Business and Administration Professionals,243,"Sales, Marketing and Public Relations Professionals",2431,Advertising and Marketing Professionals,"Professionals | Business and Administration Professionals | Sales, Marketing and Public Relations Professionals | Advertising and Marketing Professionals",2431
91,ISCO-08,2,Professionals,24,Business and Administration Professionals,243,"Sales, Marketing and Public Relations Professionals",2432,Public Relations Professionals,"Professionals | Business and Administration Professionals | Sales, Marketing and Public Relations Professionals | Public Relations Professionals",2432
92,ISCO-08,2,Professionals,24,Business and Administration Professionals,243,"Sales, Marketing and Public Relations Professionals",2433,Technical and Medical Sales Professionals (excluding ICT),"Professionals | Business and Administration Professionals | Sales, Marketing and Public Relations Professionals | Technical and Medical Sales Professionals (excluding ICT)",2433
93,ISCO-08,2,Professionals,24,Business and Administration Professionals,243,"Sales, Marketing and Public Relations Professionals",2434,Information and Communications Technology Sales Professionals,"Professionals | Business and Administration Professionals | Sales, Marketing and Public Relations Professionals | Information and Communications Technology Sales Professionals",2434
94,ISCO-08,2,Professionals,25,Information and Communications Technology Professionals,251,Software and Applications Developers and Analysts,2511,Systems Analysts,Professionals | Information and Communications Technology Professionals | Software and Applications Developers and Analysts | Systems Analysts,2511
95,ISCO-08,2,Professionals,25,Information and Communications Technology Professionals,251,Software and Applications Developers and Analysts,2512,Software Developers,Professionals | Information and Communications Technology Professionals | Software and Applications Developers and Analysts | Software Developers,2512
96,ISCO-08,2,Professionals,25,Information and Communications Technology Professionals,251,Software and Applications Developers and Analysts,2513,Web and Multimedia Developers,Professionals | Information and Communications Technology Professionals | Software and Applications Developers and Analysts | Web and Multimedia Developers,2513
97,ISCO-08,2,Professionals,25,Information and Communications Technology Professionals,251,Software and Applications Developers and Analysts,2514,Applications Programmers,Professionals | Information and Communications Technology Professionals | Software and Applications Developers and Analysts | Applications Programmers,2514
98,ISCO-08,2,Professionals,25,Information and Communications Technology Professionals,251,Software and Applications Developers and Analysts,2519,Software and Applications Developers and Analysts Not Elsewhere Classified,Professionals | Information and Communications Technology Professionals | Software and Applications Developers and Analysts | Software and Applications Developers and Analysts Not Elsewhere Classified,2519
99,ISCO-08,2,Professionals,25,Information and Communications Technology Professionals,252,Database and Network Professionals,2521,Database Designers and Administrators,Professionals | Information and Communications Technology Professionals | Database and Network Professionals | Database Designers and Administrators,2521
100,ISCO-08,2,Professionals,25,Information and Communications Technology Professionals,252,Database and Network Professionals,2522,Systems Administrators,Professionals | Information and Communications Technology Professionals | Database and Network Professionals | Systems Administrators,2522
101,ISCO-08,2,Professionals,25,Information and Communications Technology Professionals,252,Database and Network Professionals,2523,Computer Network Professionals,Professionals | Information and Communications Technology Professionals | Database and Network Professionals | Computer Network Professionals,2523
102,ISCO-08,2,Professionals,25,Information and Communications Technology Professionals,252,Database and Network Professionals,2529,Database and Network Professionals Not Elsewhere Classified,Professionals | Information and Communications Technology Professionals | Database and Network Professionals | Database and Network Professionals Not Elsewhere Classified,2529
103,ISCO-08,2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2611,Lawyers,"Professionals | Legal, Social and Cultural Professionals | Legal Professionals | Lawyers",2611
104,ISCO-08,2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2612,Judges,"Professionals | Legal, Social and Cultural Professionals | Legal Professionals | Judges",2612
105,ISCO-08,2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2619,Legal Professionals Not Elsewhere Classified,"Professionals | Legal, Social and Cultural Professionals | Legal Professionals | Legal Professionals Not Elsewhere Classified",2619
106,ISCO-08,2,Professionals,26,"Legal, Social and Cultural Professionals",262,"Librarians, Archivists and Curators ",2621,Archivists and Curators,"Professionals | Legal, Social and Cultural Professionals | Librarians, Archivists and Curators  | Archivists and Curators",2621
107,ISCO-08,2,Professionals,26,"Legal, Social and Cultural Professionals",262,"Librarians, Archivists and Curators ",2622,Librarians and Related Information Professionals,"Professionals | Legal, Social and Cultural Professionals | Librarians, Archivists and Curators  | Librarians and Related Information Professionals",2622
108,ISCO-08,2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2631,Economists,"Professionals | Legal, Social and Cultural Professionals | Social and Religious Professionals | Economists",2631
109,ISCO-08,2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2632,"Sociologists, Anthropologists and Related Professionals","Professionals | Legal, Social and Cultural Professionals | Social and Religious Professionals | Sociologists, Anthropologists and Related Professionals",2632
110,ISCO-08,2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2633,"Philosophers, Historians and Political Scientists","Professionals | Legal, Social and Cultural Professionals | Social and Religious Professionals | Philosophers, Historians and Political Scientists",2633
111,ISCO-08,2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2634,Psychologists,"Professionals | Legal, Social and Cultural Professionals | Social and Religious Professionals | Psychologists",2634
112,ISCO-08,2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2635,Social Work and Counselling Professionals,"Professionals | Legal, Social and Cultural Professionals | Social and Religious Professionals | Social Work and Counselling Professionals",2635
113,ISCO-08,2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2636,Religious Professionals,"Professionals | Legal, Social and Cultural Professionals | Social and Religious Professionals | Religious Professionals",2636
114,ISCO-08,2,Professionals,26,"Legal, Social and Cultural Professionals",264,"Authors, Journalists and Linguists",2641,Authors and Related Writers,"Professionals | Legal, Social and Cultural Professionals | Authors, Journalists and Linguists | Authors and Related Writers",2641
115,ISCO-08,2,Professionals,26,"Legal, Social and Cultural Professionals",264,"Authors, Journalists and Linguists",2642,Journalists,"Professionals | Legal, Social and Cultural Professionals | Authors, Journalists and Linguists | Journalists",2642
116,ISCO-08,2,Professionals,26,"Legal, Social and Cultural Professionals",264,"Authors, Journalists and Linguists",2643,"Translators, Interpreters and Other Linguists","Professionals | Legal, Social and Cultural Professionals | Authors, Journalists and Linguists | Translators, Interpreters and Other Linguists",2643
117,ISCO-08,2,Professionals,26,"Legal, Social and Cultural Professionals",265,Creative and Performing Artists,2651,Visual Artists,"Professionals | Legal, Social and Cultural Professionals | Creative and Performing Artists | Visual Artists",2651
118,ISCO-08,2,Professionals,26,"Legal, Social and Cultural Professionals",265,Creative and Performing Artists,2652,"Musicians, Singers and Composers","Professionals | Legal, Social and Cultural Professionals | Creative and Performing Artists | Musicians, Singers and Composers",2652
119,ISCO-08,2,Professionals,26,"Legal, Social and Cultural Professionals",265,Creative and Performing Artists,2653,Dancers and Choreographers,"Professionals | Legal, Social and Cultural Professionals | Creative and Performing Artists | Dancers and Choreographers",2653
120,ISCO-08,2,Professionals,26,"Legal, Social and Cultural Professionals",265,Creative and Performing Artists,2654,"Film, Stage and Related Directors and Producers","Professionals | Legal, Social and Cultural Professionals | Creative and Performing Artists | Film, Stage and Related Directors and Producers",2654
121,ISCO-08,2,Professionals,26,"Legal, Social and Cultural Professionals",265,Creative and Performing Artists,2655,Actors,"Professionals | Legal, Social and Cultural Professionals | Creative and Performing Artists | Actors",2655
122,ISCO-08,2,Professionals,26,"Legal, Social and Cultural Professionals",265,Creative and Performing Artists,2656,"Announcers on Radio, Television and Other Media","Professionals | Legal, Social and Cultural Professionals | Creative and Performing Artists | Announcers on Radio, Television and Other Media",2656
123,ISCO-08,2,Professionals,26,"Legal, Social and Cultural Professionals",265,Creative and Performing Artists,2659,Creative and Performing Artists Not Elsewhere Classified,"Professionals | Legal, Social and Cultural Professionals | Creative and Performing Artists | Creative and Performing Artists Not Elsewhere Classified",2659
124,ISCO-08,3,Technicians and Associate Professionals,31,Science and Engineering Associate Professionals,311,Physical and Engineering Science Technicians,3111,Chemical and Physical Science Technicians,Technicians and Associate Professionals | Science and Engineering Associate Professionals | Physical and Engineering Science Technicians | Chemical and Physical Science Technicians,3111
125,ISCO-08,3,Technicians and Associate Professionals,31,Science and Engineering Associate Professionals,311,Physical and Engineering Science Technicians,3112,Civil Engineering Technicians,Technicians and Associate Professionals | Science and Engineering Associate Professionals | Physical and Engineering Science Technicians | Civil Engineering Technicians,3112
126,ISCO-08,3,Technicians and Associate Professionals,31,Science and Engineering Associate Professionals,311,Physical and Engineering Science Technicians,3113,Electrical Engineering Technicians,Technicians and Associate Professionals | Science and Engineering Associate Professionals | Physical and Engineering Science Technicians | Electrical Engineering Technicians,3113
127,ISCO-08,3,Technicians and Associate Professionals,31,Science and Engineering Associate Professionals,311,Physical and Engineering Science Technicians,3114,Electronics Engineering Technicians,Technicians and Associate Professionals | Science and Engineering Associate Professionals | Physical and Engineering Science Technicians | Electronics Engineering Technicians,3114
128,ISCO-08,3,Technicians and Associate Professionals,31,Science and Engineering Associate Professionals,311,Physical and Engineering Science Technicians,3115,Mechanical Engineering Technicians,Technicians and Associate Professionals | Science and Engineering Associate Professionals | Physical and Engineering Science Technicians | Mechanical Engineering Technicians,3115
129,ISCO-08,3,Technicians and Associate Professionals,31,Science and Engineering Associate Professionals,311,Physical and Engineering Science Technicians,3116,Chemical Engineering Technicians,Technicians and Associate Professionals | Science and Engineering Associate Professionals | Physical and Engineering Science Technicians | Chemical Engineering Technicians,3116
